molecule_chembl_id,CLint(ul/min/mg),SMILES
CHEMBL4514820,16.1,O=c1nc(N2CCC3(CC2)CC3)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12
CHEMBL582392,12,CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cc(OC)ccc2c1=O
CHEMBL5203666,11,COc1ccc(-c2cc(=O)c3c(O)cc(OP(=O)([O-])[O-])c(-c4cc(-c5cc(=O)c6c(O)cc(OP(=O)([O-])[O-])cc6o5)ccc4OC)c3o2)cc1.[Na+].[Na+].[Na+].[Na+]
CHEMBL2171078,5,CCOC(=O)c1c(-c2cccc(-c3ccccc3)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL2170872,4.8,COc1cc2[nH]c(-c3cccc(Oc4ccccc4)c3)c(C(=O)OCCO)c(=O)c2cc1F
CHEMBL4763136,22,O=C1N[C@H](c2ccccc2)C(=O)N1c1ccc(F)c(C(F)F)c1
CHEMBL3589803,42,CCCc1cc(C(O)(C(F)(F)F)C(F)(F)F)cc(CCC)c1OCCCCN1C(=O)NC(C)(c2ccc(OC(C)C)cc2)C1=O
CHEMBL4535757,36,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1
CHEMBL5178905,46,COc1ccc([C@H]2CC(=O)c3cc(OC)cc(OC)c32)cc1
CHEMBL5176173,12.9,O=C(c1ccc(-c2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)cc1)N1CCNCC1
CHEMBL5180489,13.7,O=c1cc(-c2ccccc2)oc2cc(-c3ccc(N4CCNCC4)cc3)cc(O)c12
CHEMBL5208801,15.9,O=c1cc(-c2ccccc2)oc2cc(-c3ccc(CN4CCNCC4)cc3)cc(O)c12
CHEMBL5196442,10.9,O=c1cc(-c2ccccc2)oc2cc(-c3ccccc3)cc(O)c12
CHEMBL1778960,58,COc1cccc(-c2nc3ccc(-c4cc(CN(C)C)ccc4F)cc3c(=O)n2CC(=O)NC(C)C)c1
CHEMBL5281885,10,CC(C)(O)c1ccc(-c2cn3c(CO)ccc3c(=O)[nH]2)cc1
CHEMBL5275231,18,CC(C)(C)c1ccc(-c2cn3cncc3c(=O)[nH]2)cc1
CHEMBL5277254,40,Cc1ncc2c(=O)[nH]c(-c3ccc(C(C)(C)C)cc3)cn12
CHEMBL5190218,30,Cc1ccc(-c2cn3ccnc3c(=O)[nH]2)cc1
CHEMBL5274180,24,CC(C)(C)c1ccc(-c2cn3ccnc3c(=O)[nH]2)cc1
CHEMBL1164165,53.7,O=c1[nH]c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12
CHEMBL2170888,1.2,CCOC(=O)c1c(-c2cccc(Br)c2)[nH]c2cc(OC)c(F)cc2c1=O
CHEMBL1093726,3.4,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1092774,5.7,CCOC(=O)c1c(-c2cccc(OC)c2)[nH]c2cc(OC)ccc2c1=O
CHEMBL1829763,14.13,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O
CHEMBL235017,6,O=C1N=C(NC23CC4CC(CC(C4)C2)C3)OC12CCOCC2
CHEMBL396387,13,O=C1N=C(NC2C3CC4CC(C3)CC2C4)OC12CCCC2
CHEMBL1277767,57.9,COc1cccc(N2CCN(Cc3c4c(=O)n(-c5ccccc5Cl)[nH]c4cc(=O)n3C)CC2)c1
CHEMBL2386923,12.5,Cc1sc2nc(Cn3cnc4ccccc43)cc(=O)n2c1C
CHEMBL2386922,17.8,Cc1cccn2c(=O)cc(Cn3cnc4ccccc43)nc12
CHEMBL4087188,187,Nc1c(Cc2cccc3ccccc23)c(C2CC2)c2n(c1=O)C(n1cc(-c3ccccc3)nn1)CS2
CHEMBL3597020,59,CC1(C)CCC(Cc2cc(O)c(-c3ccccc3)c(=O)[nH]2)CC1
CHEMBL396187,9,O=C1N=C(NC2CCCCCCC2)OC12CCCC2
CHEMBL84348,55,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4cccc(OC)c4)C(=O)O3)[C@H]21
CHEMBL1277934,49.3,Cn1c(COc2ccc(F)cc2)c2c(=O)n(-c3ccccc3Cl)[nH]c2cc1=O
CHEMBL1277583,45.1,COCCn1c(COc2ccc(F)cc2)c2c(=O)n(CCN3CCOCC3)[nH]c2cc1=O
CHEMBL578364,14,Cn1c(COc2ccccc2C(F)(F)F)nc(N2CCNCC2)cc1=O
CHEMBL565351,29,C[C@@H]1CNCCN1c1cc(=O)n(C)c(CCc2ccccc2C(F)(F)F)n1
CHEMBL576453,30,CCn1c(CCc2ccccc2Cl)nc(N2CCNCC2)cc1=O
CHEMBL576433,8,Cn1c(COc2ccc(C(F)(F)F)cc2)nc(N2CCNCC2)cc1=O
CHEMBL577619,11,Cn1c(COc2ccccc2Cl)nc(N2CCNCC2)cc1=O
CHEMBL392489,193,C[C@H](NC1=NC(=O)C2(CCN(Cc3ccccc3)CC2)O1)c1ccccc1C(F)(F)F
CHEMBL22442,20.42,CCCc1cc(OCc2ccccc2)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL487438,6,O=C(O)[C@H](Cc1ccc(-n2c(C3(C(F)(F)F)CC3)nc3cccnc32)cc1)NC1=C(Br)C(=O)C12CCCCC2
CHEMBL486444,4,CC(C)c1nc2cccnc2n1-c1ccc(C[C@H](NC2=C(Br)C(=O)C23CCCCC3)C(=O)O)cc1
CHEMBL5193246,44,Cc1cnc(N2CCN(CCCc3nc4c(Cl)cccc4c(=O)[nH]3)CC2)n1C
CHEMBL1082812,49,N#Cc1c(-c2ccccc2)nc(SCCc2ccccc2)[nH]c1=O
CHEMBL1224219,24,O=c1[nH]c(COCCc2cccc(Cl)c2)nc2ncccc12
CHEMBL5414598,54,CN1C(=O)c2ccc(C#N)cc2N2C(=O)CCC12C(=O)Nc1cccc(Cl)c1
CHEMBL5421338,113,CN1C(=O)c2ccc(Cl)cc2N2C(=O)CCC12C(=O)Nc1cc(Cl)cc(Cl)c1
CHEMBL5394913,22,CN1C(=O)c2c(F)cccc2N2C(=O)CCC12C(=O)Nc1cccc(F)c1
CHEMBL5396340,70,CN1C(=O)c2ccc(OC(F)(F)F)cc2N2C(=O)CCC12C(=O)Nc1cccc(Cl)c1
CHEMBL5426112,33,CN1C(=O)c2ccc(F)cc2N2C(=O)CCC12C(=O)Nc1cccc(F)c1
CHEMBL5423214,44,CN1C(=O)c2cc(F)ccc2N2C(=O)CCC12C(=O)Nc1cccc(F)c1
CHEMBL5427940,42,CN1C(=O)c2ccc(Cl)cc2N2C(=O)CCC12C(=O)Nc1cncc(Cl)c1
CHEMBL5403669,28,CN1C(=O)c2ccc(Cl)cc2N2C(=O)CC[C@]12C(=O)Nc1cncc(Cl)c1
CHEMBL5416425,76,CN1C(=O)c2ccc(Cl)cc2N2C(=O)CCC12C(=O)Nc1cccc(F)c1
CHEMBL260672,5,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21
CHEMBL259454,10,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(F)cc(Cl)c3)C2=O)c2cc(Cl)ccc21
CHEMBL260674,15,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21
CHEMBL261847,4,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(F)cc(F)c3)C2=O)c2cc(Cl)ccc21
CHEMBL411315,3,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cccc(Cl)c3)C2=O)c2cc(Cl)ccc21
CHEMBL260241,3,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccc(F)c(F)c3)C2=O)c2cc(Cl)ccc21
CHEMBL263145,2,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(F)ccc3Cl)C2=O)c2cc(Cl)ccc21
CHEMBL409714,3,O=C(O)CN1C(=O)[C@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2)c2cc(Cl)ccc21
CHEMBL3896124,35,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)(C)C
CHEMBL198526,152,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)N3CCCCC3)C1)N2
CHEMBL1078659,27,CCCCC1N(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1077912,162,CCCCC1N(CC2CCCCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1080794,675,CCCCC1N(CC2CCCCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)cccc3C)CC1)CC2
CHEMBL1078714,106,CCCC[C@H]1CN(CC2CCC(F)(F)CC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1078335,53,CCCC[C@H]1CN(CC2CCCCO2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ccnc3C)CC1)CC2
CHEMBL1078013,119,CCCCC1CN(CC2CCCCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1078014,164,CCCCC1CN(CC2CCOCC2)C(=O)OC12CCN(C1CCN(C(=O)c3c(C)cccc3C)CC1)CC2
CHEMBL1078723,17,CCCCC1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1078713,46,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)nc(C(F)(F)F)nc3C)CC1)CC2
CHEMBL1078231,12,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1078141,17,CCCC[C@@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL1078809,37,CCCC[C@H]1CN(CCC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
CHEMBL4755665,33,O=C1NC2(CCCC2)C(=O)N1c1ccc(F)c(C(F)(F)F)c1
CHEMBL49,116,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
CHEMBL197163,24,CCOC(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C
CHEMBL198729,92,CCN(CC)C(=O)N1CCC2(C1)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C
CHEMBL371533,42,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)OC(C)(C)C)C1)N2
CHEMBL198536,46,COc1cc2c(cc1-c1cnco1)C(=O)N(C)C1(CCN(C(=O)C(C)(C)C)C1)N2
CHEMBL202190,18,COC(=O)[C@H]1C[C@]2(CN1C(=O)OC(C)(C)C)Nc1cc(OC)c(-c3cnco3)cc1C(=O)N2C
CHEMBL4747499,25,O=C1NC2(CCCCC2)C(=O)N1c1ccc(F)c(C(F)(F)F)c1
CHEMBL595134,114.82,N#CC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13
CHEMBL1277676,45.4,O=c1c2c(CN3CCCC3)n(CCc3ccccn3)c(=O)cc2[nH]n1-c1ccc(F)cc1Cl
CHEMBL1277677,76.3,CN(Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccncc1)c1ccccc1
CHEMBL1277852,24.8,CN(Cc1ccccc1)Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccn(C)n1
CHEMBL1277853,32.4,O=c1c2c(COCc3ccccc3)n(Cc3cnccn3)c(=O)cc2[nH]n1-c1ccccc1Cl
CHEMBL1962788,32.36,O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1)C3
CHEMBL1277399,37.6,Cc1c2c(=O)n(-c3ccc(F)cc3Cl)[nH]c2cc(=O)n1Cc1ccccn1
CHEMBL576981,23.44,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12
CHEMBL5176615,9,Cc1cnc(N2CCN(Cc3ccc4c(c3)[nH]c(=O)c3ncccc34)CC2)n1C
CHEMBL5209181,15,Cc1cnc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)n1C
CHEMBL5177596,57,Cc1cnc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCC5)CC2)n1C
CHEMBL5191396,26,Cc1cnc(N2CCN(Cc3ccc4c(c3)[nH]c(=O)c3ccccc34)CC2)n1C
CHEMBL3609326,6,CCn1c(=O)c(-c2ccc(Cl)cc2Cl)cc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc21
CHEMBL4788347,38.8,COc1cc(F)ccc1-c1nc(Nc2ccc3c(N4CCOCC4)c(C(C)=O)c(=O)oc3c2)ncc1F
CHEMBL574059,131.83,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21
CHEMBL3092195,6.7,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F
CHEMBL4517991,145.6,CCCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21
CHEMBL5410194,14,C[C@H](NC(=O)c1ccc2[nH]c(=O)n([C@H](C)C(C)(C)C)c2c1)c1cnc(C(F)(F)F)nc1
CHEMBL4556261,22,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1
CHEMBL4451357,52,Cc1ccc(-n2nc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1
CHEMBL5418011,34,C[C@@H](n1c(=O)[nH]c2ccc(C3=NC(=O)[C@](C)(c4ccc(C(F)(F)F)nc4)N3)cc21)C(C)(C)C
CHEMBL3093060,69,O=c1[nH]c2ccc(-c3nnc(NCc4ccccc4)o3)cc2o1
CHEMBL4090746,19,O=c1nc(-c2ccccc2)c2cc(-c3cc[nH]n3)ccc2[nH]1
CHEMBL4578490,44,Cc1ccc(-n2c(C)nnc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1
CHEMBL3319560,15,CN1C(=O)Cc2cc(-c3cc(C(O)(C(F)(F)F)C(F)(F)F)cnc3N3CCN(S(=O)(=O)c4ccc(N)nc4)CC3)ccc21
CHEMBL513909,51.1,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
CHEMBL5415945,105,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4noc(CN5CCN(CCO)CC5)n4)cc3OC)nc2N1C1CCCC1
CHEMBL5429110,53.2,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4nnc(CN5CCNCC5)o4)cc3OC)nc2N1C1CCCC1
CHEMBL5400707,85.4,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4nnc(CN5CCN(CC)CC5)o4)cc3OC)nc2N1C1CCCC1
CHEMBL5401755,374,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4nnc(CN5CCC(O)CC5)o4)cc3OC)nc2N1C1CCCC1
CHEMBL5435649,16.3,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4nnc(CN5C[C@@H](C)N[C@@H](C)C5)o4)cc3OC)nc2N1C1CCCC1
CHEMBL5440471,175,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4noc(CN5CCN(CC)CC5)n4)cc3OC)nc2N1C1CCCC1
CHEMBL5426079,461,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4noc(CN5CCOCC5)n4)cc3OC)nc2N1C1CCCC1
CHEMBL5405803,99.9,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4noc(CN5CCN(C)CC5)n4)cc3OC)nc2N1C1CCCC1
CHEMBL5394854,44.4,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4nnc(CN5CCN(CCO)CC5)o4)cc3OC)nc2N1C1CCCC1
CHEMBL5435085,43.5,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(-c4noc(CN5CCCNCC5)n4)cc3OC)nc2N1C1CCCC1
CHEMBL5403358,594.5,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc4c(cc3OC)N(C(=O)CN3CCCC3)CC4)nc2N1C1CCCC1
CHEMBL5418129,269,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc4c(cc3OC)N(C(=O)CN3CCOCC3)CC4)nc2N1C1CCCC1
CHEMBL5419367,107.4,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc4c(cc3OC)N(C(=O)CN3CCN(C)CC3)CC4)nc2N1C1CCCC1
CHEMBL5429440,129.1,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc4c(cc3OC)N(C(=O)CN3C[C@@H](C)N[C@@H](C)C3)CC4)nc2N1C1CCCC1
CHEMBL4560221,93,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCCCC1)c(=O)n2C
CHEMBL4450232,68,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCC(F)(F)CC1)c(=O)n2C
CHEMBL5197250,33,Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@H]1CCN(C3COC3)C1)c(=O)n2C
CHEMBL5204870,40,COCCN1CC[C@H](n2c(=O)n(C)c3cnc(Nc4cc5cccnc5cc4C)nc32)C1
CHEMBL5179972,18,Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@@H]1CN(C)C[C@H]1F)c(=O)n2C
CHEMBL5178837,15,Cc1cc2ncccc2cc1Nc1ncc2c(n1)n([C@@H]1CNC[C@@H]1F)c(=O)n2C
CHEMBL5198162,17,Cc1cc2nnccc2cc1Nc1ncc2c(n1)n(C1CCN(C)CC1)c(=O)n2C
CHEMBL5180090,30,Cc1cc2ncccc2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C
CHEMBL5181303,14,Cc1cc2nnccc2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C
CHEMBL4555040,49,COc1ccc(Nc2ncc3c(n2)n([C@H]2CC[C@H](O)CC2)c(=O)n3C)c(C)c1
CHEMBL272705,8.28,C[C@H](CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12
CHEMBL2349318,52.48,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12
CHEMBL403225,8.67,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12
CHEMBL2349180,77,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2cc(Cl)ccn2)nc2[nH]c(=O)sc12
CHEMBL2349312,46,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12
CHEMBL5402022,31.3,COc1ccc(F)cc1CNc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
CHEMBL464081,51,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2
CHEMBL480601,75,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2
CHEMBL345937,13.8,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21
CHEMBL2017291,7.3,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12
CHEMBL4452974,21,C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)N(C)C(=O)[C@H]2C1
CHEMBL4461434,21,C=CC(=O)N1C[C@@H]2C(=O)N(C)c3cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@H]1C
CHEMBL4453777,34,C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)NC(=O)[C@H]2C1
CHEMBL4787117,38,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cn[nH]c4)ccc3ncc21
CHEMBL4784602,193,CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCCCO2
CHEMBL3794167,48,CNc1nc2nc3c1[nH]c(=O)n3Cc1cccc(c1)OCCOCCO2
CHEMBL1221681,26,O=c1[nH]c2c(O)ccc([C@@H](O)CN[C@H]3CCC[C@@H]3OCc3ccccc3)c2s1
CHEMBL1947155,104.5,C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1
CHEMBL1945040,22,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1
CHEMBL1944694,25,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1
CHEMBL1947153,27,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1
CHEMBL1945044,35,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1
CHEMBL1945290,44,CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1
CHEMBL1945291,45,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1
CHEMBL1945041,47,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1
CHEMBL1945031,16,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12
CHEMBL1945299,56,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1
CHEMBL1944693,19,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1
CHEMBL1944691,17,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1
CHEMBL1945033,25,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1
CHEMBL1945037,9,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1
CHEMBL1945035,27.5,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1
CHEMBL1945298,14,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1
CHEMBL1807822,35,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3cccc4ccccc34)c2s1
CHEMBL1807871,35,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3cccc(Cl)c3Cl)c2s1
CHEMBL1807829,10.5,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1
CHEMBL1807818,33,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1
CHEMBL1807826,13,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(C(F)(F)F)c3)c2s1
CHEMBL1807827,8,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1
CHEMBL1807825,75,CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1
CHEMBL1807821,9,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1
CHEMBL1807823,5,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1
CHEMBL3261486,8.4,O=C1c2cccc3[nH]c(=O)n(c23)CCN1[C@@H]1CN2CCC1CC2
CHEMBL4469132,29,Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1CC(O)C2
CHEMBL4855608,13,COc1ccc2c(c1)NC(=O)CN2c1nc(C)nc2c1CCC2
CHEMBL3601399,78.3,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)nc1)C(=O)C2
CHEMBL3291065,37,Cn1ncc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](Nc2cc(=O)n(C)c4ncccc24)C3)c1Cl
CHEMBL3291062,107,Cc1onc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](Nc2cc(=O)n(C)c4cc(F)c(F)cc24)C3)c1C
CHEMBL3290772,14,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)n(C)c4ccccc34)CC2)c1Cl
CHEMBL3291056,49,Cc1onc(C(=O)N2CCC(Nc3cc(=O)n(C)c4cc(F)c(F)cc34)CC2)c1C
CHEMBL1371,30.13,O=c1[nH]c2cc(Cl)ccc2o1
CHEMBL4095003,14.8,N#Cc1ccc2c(c1)[nH]c(=O)n2[C@H]1C[C@H](c2nnc(-c3ccncn3)n2-c2ccccc2Cl)C1
CHEMBL522460,24,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1
CHEMBL360227,93.33,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F
CHEMBL4763327,35,CNc1nc(OCCOC)nc2c1[nH]c(=O)n2Cc1ccccc1
CHEMBL134074,79.43,Cc1ccc2c(c1)C1(CCN(CCc3nc(-c4ccccc4)oc3C)CC1)OC(=O)N2
CHEMBL4070615,83,C[C@H]1[C@H]2C(=O)N(C)c3ccncc3[C@H]2CN1S(=O)(=O)c1ccc2c(c1)OCO2
CHEMBL23,43.65,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
CHEMBL168899,5.13,O=C1Nc2ccccc2B(O)N1c1ccccc1
CHEMBL3086076,101,Cc1c(Cc2cccc(NS(=O)(=O)N3CCN(C)CC3)c2)c(=O)oc2cc(OC(=O)N(C)C)c(Cl)cc12
CHEMBL3092189,20,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)c1
CHEMBL3086065,23,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3cc(Cl)c(OC(=O)N(C)C)cc3oc2=O)c1
CHEMBL3086075,51,COCCNS(=O)(=O)Nc1cccc(Cc2c(C)c3cc(Cl)c(OC(=O)N(C)C)cc3oc2=O)c1
CHEMBL397420,37,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O
