molecule_chembl_id,CLint(ul/min/mg),SMILES
CHEMBL4777640,96,COc1cc2c(Nc3cnc(OCCCC4CCCC4)nc3)ncnc2cc1OCCCN1CCCCC1
CHEMBL288441,288,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
CHEMBL1870384,19,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC
CHEMBL2151153,443,CC(=O)N[C@@H](Cc1ccc(Cl)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151238,829,CC(=O)N[C@@H](Cc1ccc(F)c(C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151316,443,CC(=O)N[C@@H](Cc1ccc(C(F)(F)F)c(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151154,181,CC(=O)N[C@@H](Cc1ccc(OC(F)(F)F)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151239,134,CC(=O)N[C@@H](Cc1ccc(F)c(C(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151244,162,COc1ccc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F
CHEMBL2151242,628,COc1cc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F
CHEMBL2151235,308,CC(=O)N[C@@H](Cc1cccc(C(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL2151240,360,CC(=O)N[C@@H](Cc1ccc(F)c(OC(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
CHEMBL5313530,8.3,CN1CCN(CCCCNC2CC3CCC(C2)N3Cc2ccccc2)CC1
CHEMBL4100778,10,c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCCNC1CCOCC1
CHEMBL2158256,25,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC(C)(C)Cc2nn(CC(C)(C)C)cc21
CHEMBL2158257,16,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC(C)(C)Cc2nn(CC(C)C)cc21
CHEMBL2158255,15,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC(C)(C)Cc2[nH]c(CC(C)(C)C)nc21
CHEMBL2158259,70,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC(C)(C)Cn2nc(CC(C)(C)C)cc21
CHEMBL2158252,200,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC(C)(C)Oc2ccc(CC(C)(C)C)cc21
CHEMBL4634809,89,CCOC(=O)N1CCC2(CC1)OC21c2ccc(Cl)cc2CCc2cccnc21
CHEMBL580910,8,CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3
CHEMBL21731,31,CNCCCC12CCC(c3ccccc31)c1ccccc12
CHEMBL5422178,18,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CC2(COC2)C1
CHEMBL5415135,75,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CCN(C2CC2)CC1
CHEMBL5403737,65,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC1CC1
CHEMBL1800174,8,CCS(=O)(=O)c1ccc2c(c1)nc(C1(C)CC1)n2CC1CC1
CHEMBL1800172,8,CCS(=O)(=O)c1ccc2c(c1)nc(C1CCC1)n2CC1CC1
CHEMBL1800173,11,CCS(=O)(=O)c1ccc2c(c1)nc(C1CCCC1)n2CC1CC1
CHEMBL5425269,49.4,[2H]C([2H])([2H])N1C[C@H](C(=O)N(CC)CC)C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]21
CHEMBL5397327,17.8,[2H]c1[nH]c2cccc3c2c1C[C@@H]1C3=C[C@@H](C(=O)N(CC)CC)CN1C
CHEMBL274384,56.3,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]2N(C)C1
CHEMBL5433926,38.8,[2H]C([2H])([2H])N1C[C@H](C(=O)N(C([2H])([2H])C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])[2H])C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]21
CHEMBL5426443,44.6,[2H]C([2H])([2H])C([2H])([2H])N(C(=O)[C@@H]1C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]2N(C)C1)C([2H])([2H])C([2H])([2H])[2H]
CHEMBL5408754,16.7,[2H]c1[nH]c2c([2H])c([2H])c([2H])c3c2c1C[C@@H]1C3=C[C@@H](C(=O)N(CC)CC)CN1C
CHEMBL52440,35.3,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
CHEMBL5419521,17,CC(C)NCCn1c2ccc(C#N)cc2c2cc(C#N)ccc21
CHEMBL275224,89,c1ccc2c(c1)[nH]c1cnccc12
CHEMBL5426473,26,CCCNCCn1c2ccc(C(C)=O)cc2c2cc(C(C)=O)ccc21
CHEMBL5427644,21,CCOC(=O)c1ccc2c(c1)c1cc(C(=O)OCC)ccc1n2CCNC(C)C
CHEMBL5397037,88,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCSC(C)C
CHEMBL5437733,63,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCOC(C)C
CHEMBL5406923,22,CC(=O)c1ccc2c(c1)c1ccccc1n2CCNC(C)C
CHEMBL5435529,65,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNCC(F)(F)F
CHEMBL4640631,7.1,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC(C)C
CHEMBL5432150,17,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN(C)CCN(C)C
CHEMBL5431376,6,CO/N=C(\C)c1ccc2c(c1)c1cc(/C(C)=N/OC)ccc1n2CCNC(C)C
CHEMBL5422179,7,CC(C)NCCn1c2ccc(NC(=O)OC(C)(C)C)cc2c2cc(NC(=O)OC(C)(C)C)ccc21
CHEMBL73451,34,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
CHEMBL2057863,366,C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCNC(=O)[C@H](CCC(N)=O)NC(=O)OC(C)(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL2057548,230,C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(N)=O)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL508943,272,C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCNC(C)=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL4475526,58,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1
CHEMBL1800178,8,CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2C1CC1
CHEMBL473424,12,COCc1cccc2c1CC[C@H]2c1ncc[nH]1
CHEMBL480272,17,COCc1ccc(F)c2c1CCC2c1ncc[nH]1
CHEMBL481321,20,COCc1cc(F)cc2c1CCC2c1ncc[nH]1
CHEMBL448510,26,FC(F)(F)CNCc1cccc2c1CCC2c1ncc[nH]1
CHEMBL473425,38,COCCc1cccc2c1CCC2c1ncc[nH]1
CHEMBL502078,11,COCc1c(F)ccc2c1CC[C@H]2c1ncc[nH]1
CHEMBL1800168,9,CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CC1
CHEMBL1800163,8.4,CCS(=O)(=O)c1ccc2c(c1)nc(CC(C)(C)C)n2CC1CC1
CHEMBL1800170,43,CCCc1nc2cc(S(=O)(=O)CC)ccc2n1CC1CC1
CHEMBL1800654,23,CC(C)S(=O)(=O)c1ccc2c(c1)nc(CC(C)(C)C)n2CC1CC1
CHEMBL211631,5,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12
CHEMBL209689,5,Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O
CHEMBL379828,4,COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O
CHEMBL378730,7,Cc1ccc2c(c1)c(-c1ccnc3c(Cl)cccc13)c(C)n2CC(=O)O
CHEMBL1783112,7.08,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1
CHEMBL4638445,15.8,CCP(=O)(OC)c1ccc2nc(-c3ccc4ccccc4c3)oc2c1
CHEMBL4638708,9.51,CCP(=O)(OC)c1ccc2nc(-c3ccc4ncccc4c3)oc2c1
CHEMBL4160456,17.3,Cc1nc(-c2ccc3ccccc3c2)sc1-c1cnc(NC(=N)N)s1
CHEMBL485181,46,CC(C)CNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)s1)c1ccccc1S2
CHEMBL5439901,65,CCNc1nc(N)nc2cc(-n3cccn3)ccc12
CHEMBL5424007,110,CCNc1nc(N)nc2nc(-n3cccn3)ccc12
CHEMBL5410936,62,CCNc1cc(N)nc2cc(-n3cccn3)ccc12
CHEMBL2448568,15,CCC(=O)CCCCC[C@H](NC(=O)CCN(C)C)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1
CHEMBL5441967,60,COc1ccc2c(c1)CCN(c1ncnc3[nH]ccc13)[C@H]2C(C)C
CHEMBL3287906,80,COc1nc2cccnc2n1[C@H]1C[C@@H](Nc2nc3ccccc3s2)C1
CHEMBL2338020,33.88,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@@H]4[C@@H](N)[C@@H]4C3)c2c1Cl
CHEMBL2331843,51.29,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3CC[C@@H](N)C3)c2c1Cl
CHEMBL3287658,24,COc1nc2cccnc2n1-c1ccc(Nc2nc3ccccc3[nH]2)cc1
CHEMBL3287904,101,COc1nc2cccnc2n1C1CCC(Nc2nc3ccccc3s2)CC1
CHEMBL3287660,57,COc1nc2cccnc2n1-c1ccc(Nc2ccc3ccccc3n2)cc1
CHEMBL437776,100,CN(c1nc2ccccc2s1)C1CCN(CC2=CC[C@H]3C[C@@H]2C3(C)C)CC1
CHEMBL251701,20,COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cccnc45)C3)nc2c1
CHEMBL475813,96,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1
CHEMBL91428,30.9,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC
CHEMBL2424877,30,COc1ccc2ncc(F)c([C@@H](O)[C@H](O)[C@@H]3CC[C@@H](NCc4cc5c(cn4)OCCS5)CO3)c2n1
CHEMBL5441608,47,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2
CHEMBL5441422,16,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2
CHEMBL5441415,17,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2
CHEMBL5441761,12,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2
CHEMBL5441427,39,CC(C)(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2
CHEMBL5441526,119,CNC(=O)Cn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1
CHEMBL5441402,153,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2
CHEMBL5441437,85,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N
CHEMBL5441439,67,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1
CHEMBL5441549,79,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12
CHEMBL5441613,143,CC(C)[C@@H](Nc1ncnc2[nH]cc(C(N)=O)c12)c1ccc2c(c1)OCCO2
CHEMBL5441489,31,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)OCCO2
CHEMBL518924,46,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21
CHEMBL475814,37,Cc1cc(Nc2ccc3cc4ccccc4cc3c2)n2ncnc2n1
CHEMBL5417255,86,C=CC(=O)N1CCN2Cc3ccc(-c4c(C)ccc5[nH]ncc45)c(Cl)c3OC[C@H]2C1
CHEMBL95,30.5,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL108,6.5,NC(=O)N1c2ccccc2C=Cc2ccccc21
CHEMBL11,10.65,CN(C)CCCN1c2ccccc2CCc2ccccc21
CHEMBL4297482,10,Cc1c2c(nn1C)CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCc1c(C(=O)O)n(C)c3c-2c(Cl)ccc13
CHEMBL5437247,81,COCCOCCn1nc(C)c2c1CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCn1c(C(=O)O)c(C)c3c-2c(Cl)ccc31
CHEMBL5441598,6,CC(C)[C@H](CO)Nc1ncnc2[nH]ccc12
CHEMBL95463,40.9,Nc1nc2ccc(SC(F)(F)F)cc2s1
CHEMBL4878689,10.37,[2H]C([2H])([2H])N(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])c1c[nH]c2cccc(OC(=O)CCCCCCCC/C=C\C/C=C\CCCCC)c12
CHEMBL1483,34.67,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
CHEMBL60088,4,N=C(N)c1cc2c(I)cccc2s1
CHEMBL65547,11.81,CN(C)CCc1c[nH]c2cccc(O)c12
CHEMBL1800180,8,CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CCN(C)C
CHEMBL5410226,28,CC(=O)c1ccc2c(ccn2CCNC(C)C)c1
CHEMBL4877198,4.61,[2H]C([2H])([2H])N(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])c1c[nH]c2cccc(O)c12
CHEMBL5397552,140,CC(=O)N1CCc2c1ccc(Cl)c2Cl
CHEMBL565755,19.95,CCOc1ccc2nc(N)sc2c1
CHEMBL3774874,45,CNC(=O)c1ccc2[nH]nc(CC(C)C)c2c1
CHEMBL1221702,7,C[C@H]1CN=C(N)c2sccc2O1
CHEMBL3736433,8.7,CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1
CHEMBL171951,9.77,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O
CHEMBL27,26.92,CC(C)NCC(O)COc1cccc2ccccc12
CHEMBL3736156,11,CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1
CHEMBL1201391,17.5,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
CHEMBL2326690,83,C1=CCC(c2cc3ccccc3o2)CNC1
CHEMBL2322001,94,C1=CCC(c2ccc3ccccc3c2)CNC1
CHEMBL2312185,27.54,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1
CHEMBL2321995,57,CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1
CHEMBL2322000,50,Clc1ccc([C@@H]2CC=CCNC2)cc1Cl
CHEMBL2326694,150,COCCN1CC=CC[C@H](c2ccc(Cl)c(Cl)c2)C1
CHEMBL2326686,15,Fc1ccc(C2CC=CCNC2)cc1Cl
CHEMBL2322002,100,Cc1ccc(C2CC=CCNC2)cc1Cl
CHEMBL2321999,33,Clc1ccc([C@H]2CC=CCNC2)cc1Cl
CHEMBL2326692,35,Clc1ccc(C2CCCCNC2)cc1Cl
CHEMBL2326684,85,Cc1cc(C2CC=CCN(C)C2)ccc1Cl
CHEMBL2321998,30,Clc1ccc(C2CC=CCNC2)cc1Cl
CHEMBL5410889,15.1,Cc1noc(C)c1-c1cc(Cl)c(Nc2cccc(CN3CCCOCC3)c2C(=O)O)c(C2CC2)c1
CHEMBL5412675,16,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCN1CCCN(C)CC1
CHEMBL5403943,184,CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC1CCCCCC1
CHEMBL4070954,18,c1cc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCCOCC1
CHEMBL46740,38.02,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
CHEMBL4791449,117,CCCCCn1nc(C(=O)N[C@@H](C(=O)OC)C(C)C)cc1C(C)(C)C
CHEMBL4791274,104.4,CCCCCn1nc(C(=O)NC(C)(C)CO)c(N)c1C(C)(C)C
CHEMBL1084953,13,CN(C)CCCC(C)(C)c1ccc(C(C)(C)C)cc1
CHEMBL4280095,29,CCCCCOc1cccc(CCNCC(=O)N(C)C)c1.Cl
CHEMBL5192201,16,CC(=O)N[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
CHEMBL1290353,7.41,CCC(NC(=O)Nc1cc(Cl)ccc1Cl)(C(F)(F)F)C(F)(F)F
CHEMBL1083999,16,CN(C)CCCCc1ccc(C(C)(C)C)cc1
CHEMBL1459588,5.5,CCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1
CHEMBL5082711,41,CCNC(=N)NC(=O)Nc1c(CC)cccc1CC
CHEMBL4279653,7,CN(C)C(=O)CNCCc1cccc(OCCC(C)(F)F)c1.Cl
CHEMBL4289928,7,CN(C)C(=O)CNCCc1cccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.Cl
CHEMBL1084001,22,CN(C)CCC(C)(C)Cc1ccc(C(C)(C)C)cc1
CHEMBL1241590,8.71,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
CHEMBL4555166,10,CN(C)C(=O)CNCCc1cccc(OCCCCC(F)(F)F)c1.Cl
CHEMBL1084279,20,CN(C)C(C)(C)CCCc1ccc(C(C)(C)C)cc1
CHEMBL369274,36,CCCN(CCC)CCc1ccc(O)c(NC(C)=O)c1
CHEMBL132227,38.9,CC(=O)NCc1cccc(C(=O)O)c1
CHEMBL1084704,37,CCc1ccc(CCCCN(C)C)cc1
CHEMBL5075910,61,CCNC(=N)NC(=O)Nc1c(CC)cc(S(=O)(=O)NCC)cc1CC
CHEMBL894,12.02,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
CHEMBL457,29.51,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
CHEMBL99,107,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1
CHEMBL1610669,51.29,CC(C)CCOc1ccc(N)cc1
CHEMBL782,6.31,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
CHEMBL16073,24.55,CCOc1ccc(NC(C)=O)cc1
CHEMBL562569,60,O=C(c1ccccc1C1CCCC1)N(CC1CCC1)[C@H]1CCNC1
CHEMBL5406259,10,COc1cc(NC(C(=O)c2c[nH]c3c(F)cc(C)cc23)c2ccc(F)cc2OC)cc(OCCO)c1
CHEMBL3577881,42,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2ccccn2n1
CHEMBL3577906,23,C[C@H](c1ccc(F)cc1F)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2ccccn2n1
CHEMBL3577907,11,C[C@H](c1ccc(F)cc1F)N(Cc1cccc(C(=O)O)n1)C(=O)c1cc2ccccc2cn1
CHEMBL3577904,11,C[C@H](c1ccc(F)cc1F)N(Cc1cccc(C(=O)O)c1)C(=O)c1cc2ccccc2cn1
CHEMBL3577902,10,C[C@H](c1cccc(Cl)c1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1
CHEMBL4765056,421,COc1ccc(N2CCOCC2)cc1S(=O)(=O)N(Cc1ccc(F)cc1)Cc1ccc(F)cc1
CHEMBL493757,9,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC(Oc2cccc(Cl)c2)C1
CHEMBL5192780,8.4,CN(C)CCOc1ccc2ncnc(NC3CCN(CC4CN(c5ccc(S(=O)(=O)C6CC6)cc5)C4)CC3)c2n1
CHEMBL3647539,12,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C5CC5)cc4OC)c3)cnnc21
CHEMBL492301,17,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2ccccc2Cl)CC1
CHEMBL4435952,67,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C5COC5)cc4OC)c3)cnnc21
CHEMBL2440133,37.6,Cn1cnc(S(=O)(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F)c1
CHEMBL3113988,128,C[C@@](O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2[C@H]3COC[C@@H]2[C@H](O)C3)cc1)C(F)(F)F
CHEMBL3113987,125,CC(O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2[C@H]3COC[C@H]2[C@@H](O)C3)cc1)C(F)(F)F
CHEMBL3113989,135,C[C@](O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2[C@H]3COC[C@@H]2[C@H](O)C3)cc1)C(F)(F)F
CHEMBL3113991,131,C[C@](O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2[C@@H]3COC[C@H]2[C@@H](O)C3)cc1)C(F)(F)F
CHEMBL3113984,83,CC(O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2CC3(COC3)C2)cc1)C(F)(F)F
CHEMBL3113980,451,C[C@H]1COCCN1C[C@H]1CN(S(=O)(=O)c2cccs2)CCN1c1ccc(C(C)(O)C(F)(F)F)cc1
CHEMBL3113981,280,CC(O)(c1ccc(N2CCN(S(=O)(=O)c3cccs3)C[C@@H]2CN2CCC(F)(F)CC2)cc1)C(F)(F)F
CHEMBL4776153,194,COc1ccc(C#N)cc1S(=O)(=O)N(Cc1ccc(F)cc1)C1CCOCC1
CHEMBL1085508,109,COc1ccc(S(=O)(=O)N(Cc2ccc(-c3nnn[nH]3)c(F)c2)Cc2ccccn2)cc1
CHEMBL1085327,27,O=[N+]([O-])c1cccc(Cc2ccc(CN(Cc3ccccn3)S(=O)(=O)c3ccc(Cl)cc3)cc2)c1
CHEMBL4752227,350,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2nc(C)no2)c1
CHEMBL4754738,955,COc1ccc(F)cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL4744109,184,COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)cc1
CHEMBL4744286,94.1,COc1ccc(S(N)(=O)=O)cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL4746771,849,COc1ncccc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL4750662,27.4,N#Cc1ccc(O)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2ccc(F)cc2)c1
CHEMBL4786334,498,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2cnc(OC)nc2OC)c1
CHEMBL4781324,100,COc1ccc(C#N)cc1S(=O)(=O)N(Cc1ccccc1)Cc1cnc(C(F)(F)F)nc1
CHEMBL4752533,242,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c1
CHEMBL4785003,296,COc1ccc(S(C)(=O)=O)cc1S(=O)(=O)N(Cc1ccc(F)cc1)Cc1ccc(F)cc1
CHEMBL4760393,233,COc1ccc([S+](C)[O-])cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL4791194,407,COc1ccc(Cl)cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL4743179,417,CS(=O)(=O)c1ccccc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL4068615,16,O=S(=O)(c1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1)N1CCNCC1
CHEMBL3589434,142.7,CN1CCN(S(=O)(=O)c2ccc(-c3ccc4c(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)ccnc4c3)cc2)CC1
CHEMBL3589431,78.87,O=S(=O)(c1ccc(-c2ccc3nccc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cc1)N1CCOCC1
CHEMBL3919872,207.5,O=S(=O)(c1ccc(-c2ccc3nccc(Nc4ccncn4)c3c2)cc1)N1CCOCC1
CHEMBL3114189,52,Nc1ccc(S(=O)(=O)N2CCN(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)C(C#CC3CC3)C2)cn1
CHEMBL3319529,15,COCC#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1N1CCN(S(=O)(=O)c2ccc(N)nc2)CC1
CHEMBL3319526,38,Nc1ccc(S(=O)(=O)N2CCN(c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3C3CC3)CC2)cn1
CHEMBL3319556,48,Nc1ccc(S(=O)(=O)N2CCN(c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3-c3ccc4sccc4c3)CC2)cn1
CHEMBL3319562,27,Nc1ccc(S(=O)(=O)N2CCN(c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3-c3ccc4[nH]ncc4c3)CC2)cn1
CHEMBL3319537,28,Cc1c(-c2cc(C(O)(C(F)(F)F)C(F)(F)F)cnc2N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)cnn1C
CHEMBL3319534,20,CCn1cc(-c2cc(C(O)(C(F)(F)F)C(F)(F)F)cnc2N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)cn1
CHEMBL3319535,38,CC(C)n1cc(-c2cc(C(O)(C(F)(F)F)C(F)(F)F)cnc2N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)cn1
CHEMBL3319540,29,Cc1csc(-c2cc(C(O)(C(F)(F)F)C(F)(F)F)cnc2N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)c1
CHEMBL3319533,19,Cn1cc(-c2cc(C(O)(C(F)(F)F)C(F)(F)F)cnc2N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)cn1
